fear	두려움, 공포 / 두려워하다
element	요소, 구성 부분 / 환경, 기분
solid	고체의, 단단한 / 견고한, 신뢰할 수 있는
adjustable	조정 가능한, 변경 가능한
trend	경향, 추세
activity	활동 / 업무
rage	분노 / 격노하다, 격렬하게 지속되다
ultimate	최종의, 궁극적인 / 최고의
tie	묶다 / 동점이 되다
screw	나사, 나사못 / 조이다, 고정하다
supervise	감독하다 / 지도하다
bound	묶인, 구속된 / ~할 가능성이 있는
plot	줄거리, 구성 / 음모, 모의
distinction	차이점, 구별 / 우수성, 영예
miserable	매우 불행한 / 열악한, 비참한
practice	실행, 실습, 연습 / 관습, 관례
prime	주요한, 최상의 / 전성기
well-being	복지, 웰빙
obligation	의무, 책임 / 채무, 채권
neglect	무시하다, 소홀히 하다 / 무시, 소홀
omit	생략하다 / 빠뜨리다
modest	겸손한 / 적당한
affair	사건, 일 / 연애관계
split	나누다 / 분할, 불일치
conceal	숨기다, 감추다
decent	괜찮은, 품질이 나쁘지 않은 / 적절한, 예의 바른
pace	속도 / 천천히 걷다, 서성거리다
insider	내부자
sanction	제재, 처벌 / 허가하다, 승인하다
circuit	회로 / 순회, 둘레
combine	결합하다 / 협력하다
adjust	조정하다, 맞추다 / 적응하다, 익숙해지다
accommodate	수용하다 / 요청, 필요를 충족시키다
subject	주제, 화제 / 과목
delegate	대표자, 대리인 / 권한을 위임하다
locate	찾다 / 두다
represent	대표하다 / 설명하다, 나타내다
claim	주장, 요구 / 주장하다
indicate	가리키다, 지시하다 / 나타내다, 암시하다
brief	짧은, 간단한 / 요약하다, 설명하다
commence	시작하다 / 착수하다
lower	낮추다, 내리다 / 더 낮은, 하위의
admission	입장 / 입학
browse	훑어보다 / 검색하다
appetite	식욕 / 욕망, 욕구
quality	품질 / 특성, 성질
honor	명예, 영예 / 존경하다, 경의를 표하다
attendance	출석, 참석 / 출석율
defy	반항하다, 도전하다 / 무시하다, 거부하다
condense	간추리다, 요약하다 / 응축하다, 압축하다
readily	쉽게 / 즉시
diversify	다양화하다, 다각화하다 / 다변화하다
purpose	목적, 의도 / 용도
remarkable	눈에 띄는, 주목할 만한 / 놀라운
accuse	비난하다 / 범죄 혐의를 부과하다
coordinate	조율하다, 조정하다 / 협력하다
breakthrough	중요한 발견 / 돌파구, 진전
affiliate	제휴하다 / 계열사, 제휴 기관
aggravate	악화시키다
amend	수정하다, 변경하다 / 개정하다, 보완하다
collateral	담보물 / 부수적인
compulsory	강제된, 의무적인 / 필수의
prosecute	법적으로 기소하다 / 수행하다, 추진하다
promising	전도유망한, 기대되는 / 장래성 있는
volatile	변덕스러운 / 휘발성의
surpass	능가하다 / 초과하다
vulnerable	취약한
subordinate	하위의, 종속적인 / 부하직원, 하급자
incur	비용을 발생시키다 / 손해를 초래하다
overall	전반적인 / 전반적으로, 전체적으로
quota	할당량 / 정량
oversee	관리하다, 감독하다
subsidiary	보조적인, 부수적인 / 자회사
morale	사기, 의욕 / 조직 내의 사기
prolonged	장기적인, 길어진
bid	제안하다, 입찰하다 / 입찰, 제안
recipient	수령인, 받는 사람
mortgage	담보 대출 / 담보로 잡히다
assign	할당하다, 배정하다 / 임명하다, 지정하다
assert	주장하다 / 권리를 강하게 주장하다
convince	설득하다, 납득시키다
allowance	허용량 / 수당
entry	입장, 들어감 / 기재, 기록된 항목
specification	명세서, 사양
consecutive	연속적인
substantial	상당한 / 튼튼한, 단단한
takeover	기업 인수 / 장악, 점령
proprietor	소유주
campaign	캠페인, 운동, 활동 / 캠페인을 벌이다
invaluable	매우 귀중한, 가치를 매길 수 없는
conclude	마무리하다 / 결론을 내리다
secure	안전하게 하다 / 확보하다
fabulous	아주 멋진, 훌륭한 / 터무니없는, 믿기 어려운
agreement	계약, 합의 / 일치, 동의
barely	겨우, 간신히 / 거의 ~않다
objective	목표, 목적 / 객관적인
evaluation	평가
level	수준, 단계 / 평평한, 수평의
colleague	동료
force	힘, 물리력 / 군대, 특정 부대
premier	최고의, 가장 중요한 / 수상, 총리
hostile	적대적인 / 불리한, 위험한
correspond	소통하다, 연락하다 / 일치하다, 상응하다
fund	자금, 기금 / 자금을 제공하다
overlook	간과하다, 무시하다 / 내려다보다
raise	들어올리다 / 수준이나 양을 증가시키다
apply	지원하다 / 적용하다
audit	회계 감사 / 감사하다, 검토하다
accurately	정확하게
bear	견디다, 참다 / 출산하다
consequence	결과, 영향
alliance	동맹, 연합
deter	단념시키다 / 방해하다
liable	책임이 있는 / 하기 쉬운
segment	부분, 조각 / 나누다, 분할하다
initiate	시작하다, 개시하다 / 입문시키다, 가입시키다
initially	처음에, 초기에
contestant	경쟁자, 참가자
substantially	상당히 / 대체로, 주로
automate	자동화하다
pharmaceutical	의약품 / 약학의, 제약의
execute	실행하다 / 법적 문서를 작성하다
instruct	지시하다 / 교육하다
acquaint	알리다 / 익숙하게 하다
overprice	가격을 지나치게 높게 책정하다
pioneer	개척자, 선구자 / 개척하다
distinguished	두드러진, 뛰어난 / 성공적이고 존경받는
clearance	허가 / 정리, 제거
perceive	인식하다, 이해하다 / 느끼다, 감지하다
unify	통합하다, 하나로 만들다
incorporate	포함하다 / 합병하다, 통합하다
dismiss	해고하다 / 일축하다, 무시하다
interoffice	사무실 간의, 회사 내의
leisure	여가, 자유 시간 / 여유로운, 느긋한
suspect	용의자 / 의심하다, 혐의를 두다
graduate	졸업생 / 졸업하다
absurd	터무니없는 / 불합리한
academic	학문적인 / 학자
household	가정 / 가정의, 가정에서 사용하는
proclaim	선언하다, 공표하다 / 알리다, 공언하다
reject	거부하다 / 불합격 처리하다
relative	친척 / 비교적, 상대적인
exaggerate	과장하다
pose	질문을 제기하다 / 포즈를 취하다
bruise	멍, 타박상 / 멍들게 하다, 상처를 주다
primary	주요한, 기본적인 / 초등의, 초기의
administration	관리, 경영 / 정부 기관
agency	대행사, 기관 / 중개, 주선
witness	증인 / 목격하다
layout	배치, 구성
blueprint	설계도, 청사진 / 상세 계획, 계획안
qualified	자격이 있는 / 제한적인, 조건부의
recall	기억해내다 / 회수하다
distributor	유통업자, 배급사 / 배전 장치
verify	확인하다, 검증하다 / 입증하다
restructure	조직 구조를 재편성하다 / 체제를 개혁하다
pier	부두 / 교각
built-in	내장된 / 기본으로 포함된
dock	부두, 선착장 / 정박시키다
court	법정, 재판소 / 궁정, 왕실
burglar	도둑
default	채무 불이행 / 기본 설정
evolve	발전하다, 진화하다 / 점진적으로 변화하다
gourmet	미식가 / 고급의, 미식을 위한
precision	정확성 / 정밀도
thesis	논문 / 주제문, 주요 주장
ventilate	환기하다 / 감정을 표현하다
additive	첨가물 / 부가적인, 첨가하는
dismay	실망, 경악 / 실망시키다, 경악하게 하다
shrewd	기민한, 날카로운
stringent	엄격한
credential	자격증, 신분 증명서 / 학력, 경력
lawsuit	소송
plaintiff	원고, 소송 제기자 / 고소인
showcase	전시하다, 선보이다 / 전시, 진열장
preliminary	예비의, 초기의 / 예비 단계, 준비 단계
dean	학장 / 오랜 경험자, 원로
embezzle	자금을 횡령하다
bureau	부서, 사무소 / 사무 책상, 서랍
resolution	해결, 결의안 / 결심
assent	동의, 찬성 / 동의하다
consciousness	의식, 자각 / 관심, 인식
linguistics	언어학
liquor	증류주, 독한 술
in-house	사내의, 내부의
curator	전시 관장, 큐레이터 / 관리자, 보호자
dense	빽빽한 / 짙은
plunge	급락 / 빠지다, 뛰어들다
bribery	뇌물 수수, 부정행위
forum	토론회, 포럼 / 인터넷 포럼, 게시판
fierce	격렬한, 강렬한 / 사나운, 매우 공격적인
collide	충돌하다, 맞부딪치다
hygiene	위생, 위생관리
lakeshore	호숫가
starve	굶주리다 / ~에 굶주리다, 절실히 필요로 하다
cardholder	카드 소유자
getaway	휴양지, 휴가 장소 / 도망, 탈출
customary	관례적인, 일반적인
pending	아직 미결된, 대기 중인 / ~동안, ~까지
semiconductor	반도체
workforce	노동력
scheme	계획 / 음모
appetizer	전채 요리
packaging	포장, 포장재
stroll	느긋하게 걷다 / 산책, 산보
extravagant	지나치게 비싼, 사치스러운 / 낭비하는, 과도한
lodge	머물다, 숙박하다 / 제기하다
drawback	장애물, 결점
prototype	초기 모델, 원형 / 원형, 시제품
counterpart	상대방, 대응물
knowledgeable	박식한, 잘 아는
janitor	관리인
core	핵심 / 핵심적인
pastor	목사, 성직자
continental	대륙의 / 대륙풍의, 대륙성의
tune	곡, 음악 선율 / 조율하다
feasibility	실현 가능성
vegetarian	채식주의자 / 채식주의자의
coalition	연합, 동맹 / 합병
integration	통합
track	추적하다 / 경로, 선로
theme	주제, 테마
insight	통찰, 이해
housing	주택, 주거 / 숙소, 주거지
nearby	가까운 / 가까이에, 근처에
urge	강력히 권고하다, 촉구하다 / 강한 충동, 욕구
outline	개요, 윤곽 / 개요를 작성하다
particular	특정한 / 특별한
anchor	앵커 / 닻, 정박 장치
competent	유능한, 능숙한 / 적임의, 권한이 있는
hassle	번거로움, 귀찮은 일 / 귀찮게 하다, 괴롭히다
promotional	촉진의, 홍보의
resolve	해결하다 / 결심하다
scatter	흩뿌리다, 흩어지게 하다 / 소량으로 흩뿌리다
downtown	도심, 시내 / 도심의
association	협회, 단체 / 연관성, 관련
retiree	은퇴자, 퇴직자
identify	식별하다, 확인하다 / 찾아내다
proceeds	수익금 / 총액
gather	모으다, 수집하다 / 모이다
reside	거주하다 / 존재하다
light	빛, 조명 / 불을 켜다, 밝게 하다
assured	자신감 있는, 확신한 / 보장된, 안전한
erect	세우다, 건립하다 / 똑바로 선, 직립한
draw	그리다 / 끌다
kit	도구 세트 / 장비 세트
premiere	첫 공개, 초연 / 초연하다, 첫 공개를 하다
dealership	판매 대리점, 판매권 / 대리권
furnace	용광로, 난로
craft	정교하게 만들다 / 수공예, 기술
mind	신경 쓰다 / 꺼리다
artwork	예술 작품 / 삽화, 디자인
remark	발언, 논평 / 주목하다, 언급하다
offend	감정을 상하게 하다 / 범죄를 저지르다
agitate	불안하게 만들다 / 선동하다, 자극하다
cherish	소중히 여기다
curfew	통행금지 / 통금 시간
delineate	상세히 설명하다 / 윤곽을 그리다
dire	심각한, 끔찍한 / 음산한, 무서운
eloquent	웅변의, 설득력 있는
erode	침식되다, 마모되다 / 약화시키다
espionage	첩보 활동 / 스파이 행위
exude	특질이나 감정을 발산하다 / 흘러나오다
founder	창립자, 설립자
odds	확률, 가능성 / 갈등, 의견 차이
inquisitive	호기심이 많은 / 호기심이 강한
dissertation	논문
overturn	뒤집다 / 전복시키다
tardy	늦은, 지연된
undue	부당한 / 지나친, 과도한
vandalize	파손하다 / 훼손하다
vent	배출구, 통풍구 / 감정을 표출하다
placid	조용하고 평온한 / 차분한
ingenious	창의적인, 기발한 / 정교하게 설계된
disturb	방해하다 / 어지럽히다
acquaintance	아는 사람, 지인 / 면식, 친분
provoke	특정 반응을 유발하다 / 화나게 하다
attest	증명하다 / 확인하다
entrust	책임을 맡기다, 위임하다 / 신뢰하고 맡기다
reputable	평판이 좋은
abridge	요약하다, 단축하다
roam	돌아다니다, 방황하다
scary	무서운, 두려운 / 겁을 주는
compost	퇴비 / 퇴비로 만들다
criteria	기준, 조건 / 단일 기준
transmission	전송, 전파 / 전달, 전달력
disapprove	반대하다 / 승인하지 않다
restructuring	구조 조정, 개편
repression	억압 / 감정의 억제
treadmill	런닝머신 / 반복적이고 지루한 일상
portion	부분 / 1인분
further	추가적인 / 더 나아가, 더 멀리
settlement	합의, 해결 / 정착지
discretion	신중함 / 재량, 자유 재량권
prominently	눈에 띄게
construe	해석하다, 이해하다
meanwhile	그 동안에
reparation	배상, 보상 / 수리, 수선
scare	겁주다, 놀라게 하다 / 공포, 흠칫 놀람
daunting	주눅 들게 하는, 벅찬
marginally	아주 조금, 미미하게
schooling	정규 교육 / 훈련
frequency	빈도 / 주파수
override	무시하다 / 기각하다
showroom	전시실, 전시장
broadband	고속 인터넷 / 광역 통신망의
dreadfully	무서운 정도로, 몹시
reassurance	안심
oppression	억압
dreadful	무서운, 끔찍한
conspire	공모하다, 음모를 꾸미다 / 함께 일어나다
deed	행위, 업적 / 법적 문서, 증서
entry-level	초급의
alumnus	남성 졸업생
buyout	매수
sanctions	제재 / 허가하다, 승인하다
skewed	편향된, 왜곡된
conscription	징병
altercate	말다툼하다, 언쟁하다
usage	사용량, 용법 / 이용 빈도
distress	심한 고통, 괴로움 / 괴롭게 하다
approximate	대략적인 / 대략적으로 추정하다
financing	자금 조달
credibly	신빙성 있게
organization	조직, 단체 / 구성, 체계
viciously	잔인하게 / 악의적으로
deteriorative	악화시키는 / 악화되다
prevent	막다, 방지하다
strain	긴장, 압박 / 무리하게 사용하다, 긴장시키다
revitalize	새로운 활력을 주다 / 재활성화하다
bonanza	노다지, 대박 / 풍부한 원천
publicize	공개하다 / 홍보하다
enforcement	집행, 시행
assertiveness	단호하게 주장하는 능력 / 단호함
proactive	사전 예방적인
advancement	진보, 발전 / 승진
bin	쓰레기통 / 저장 용기
chapter	책의 장, 단원 / 특정 시기
undesirable	원하지 않는, 바람직하지 않은
ground	땅, 지면 / 기반, 기초
corresponding	일치하는 / 관련 있는
curbside	도로 경계선 근처
sanitation	위생 / 위생 시설
against	반대하여 / 맞서서
bag	가방 / 획득하다
outlying	외곽의, 멀리 떨어진
re-energize	새로운 활력을 주다
exemption	면제, 예외 / 특례, 특별 허가
high-profile	세간의 이목을 끄는, 유명한 / 고위직의, 중요한
publicist	홍보 전문가, 홍보 담당자
forgiveness	용서
shaft	회전축 / 수직 통로
outsource	외주를 주다, 외부에 위탁하다 / 외부 자원을 이용하다
horseplay	장난, 거친 놀이
encase	감싸다, 둘러싸다
amphitheater	원형 경기장 / 계단식 좌석의 대형 공연장
hiatus	중단, 휴식
reconvene	다시 모이다 / 회의를 재개하다
perennial	다년생의 / 지속적인, 영구적인
cheer	환호하다, 응원하다 / 환호, 응원
congregate	모이다 / 모인
stellar	별의 / 우수한
phenomenal	경이적인, 놀라운 / 경이로운
admittedly	인정하건대
admittance	입장, 허가
defection	탈주
acting	연기 / 대행하는, 임시의
plainly	명확하게, 분명히 / 솔직하게
concretely	구체적으로
inarticulate	표현을 잘하지 못하는 / 발음이 명확하지 않은
advantageous	유리한, 유익한 / 이점이 있는
winning	이긴, 승리한 / 승리, 성공
dresser	서랍장 / 의상 담당자
likelihood	가능성 / 확률
eccentricity	특이함, 기이함
admirably	감탄할 정도로 / 칭찬할 만하게
substantiate	증명하다
sever	절단하다 / 관계를 끊다
sensible	합리적인, 분별 있는 / 지각 있는, 감각이 있는
economize	절약하다, 아끼다
preconditioned	미리 조건이 맞춰진, 사전 조정된
indistinctly	분명하지 않게
discussion	논의, 토론
procession	행렬, 행진 / 연속
proscription	금지 / 제명
vet	수의사 / 철저히 조사하다
amid	~의 한가운데에 / ~에 둘러싸여
disreputable	평판이 좋지 않은
tad	약간, 조금 / 약간, 조금
ferocity	격렬함, 사나움, 잔인함 / 맹렬함
intent	의도, 목적 / 몰두한, 열중한
prioritize	우선순위를 정하다 / 우선권을 부여하다
accentuate	강조하다 / 두드러지게 하다
mailer	우편 발송물 / 우편물 수발자
understated	절제된, 과장되지 않은 / 과소평가하다
communal	공동의, 공유의 / 공공의, 공용의
encrusted	껍질로 덮인 / 오물 등으로 덮인
whereabouts	행방, 소재 / 어디쯤, 어느 곳에
notify	통지하다, 알리다
explicitly	명확하게 / 분명히
implausible	사실일 것 같지 않은
acutely	심하게, 몹시 / 강하게, 예리하게
repudiation	거부, 거절 / 부인
inconceivable	상상할 수 없는 / 이해할 수 없는
gratifyingly	기쁘게도
openness	개방성 / 솔직함
mature	성숙한 / 완전히 성장한
repetition	반복
intrusive	끼어드는, 방해하는 / 강요하는 듯한
wing	날개 / 날다, 날아가다
craftsmanship	장인 정신, 솜씨
sonic	소리의, 음파의
generalize	일반화하다 / 전반적인 결론을 이끌어내다
implicate	연루시키다 / 암시하다
downplay	사소하게 여기다 / 중요성을 낮추다
naturally	자연스럽게 / 당연히, 물론
navigate	길을 찾다, 항해하다 / 탐색하다, 검색하다
comprehend	이해하다 / 포함하다
perspective	관점, 시각
photography	사진술, 사진 기술 / 사진 촬영
mastery	숙달, 완전한 이해 / 지배, 통제
representation	표현, 설명 / 대표, 대변
aesthetics	미적 감각 / 미학
repay	돈을 갚다 / 보답하다
repute	평판, 명성 / 평가하다, 간주하다
inevitability	불가피함, 피할 수 없음
high-rise	고층의 / 고층 건물
stream	흐름, 시내 / 흐르다
inland	내륙의 / 내륙으로
entries	참가자 목록, 항목 / 입력, 출입
paralegal	변호사 보조원
kiosk	키오스크, 작은 매점
abundance	풍부함
refrigeration	냉각, 냉장
patented	특허를 받은 / 특허를 받다
estimation	추정 / 견적
scam	사기 / 사기 치다
lodging	숙박, 숙소 / 임시 주거
fleet	차량이나 선박의 무리 / 함대, 전대
cramped	좁고 불편한 / 응축된, 불편하게 배열된
approach	접근, 접근법 / 접근, 방문
rehearse	연습하다, 시연하다 / 되풀이하다, 반복해서 말하다
heed	주의하다, 경청하다 / 주의, 유의
headhunting	인재 스카우트
credibility	신뢰성
decisively	결정적으로 / 명확하게
impractical	실용적이지 않은 / 실용적이지 않음
accent	강세, 억양 / 장식적 포인트, 강조
descendant	자손, 후손 / 하강하는 것
damages	손해 배상금 / 손해, 피해
disclaimer	책임 거부문
tighten	조이다 / 엄격하게 하다
specify	명확히 하다, 명시하다
on-site	현장에서 / 현장의
chaperone	보호자, 동반자 / 보호자로서 동행하다
overhear	엿듣다, 우연히 듣다
intensely	강렬하게
foothill	작은 산, 산기슭의 언덕
irritate	짜증나게 하다 / 자극하다
superconductor	초전도체
handling	처리, 취급 / 조작, 운전
gala	축제 행사, 특별한 연회
infraction	위반, 침해
afford	경제적 능력이 되다 / ~할 여유가 있다
troublesome	골칫거리인, 문제를 일으키는
spot	점, 얼룩 / 장소, 지점
indentation	들여쓰기, 움푹 들어간 자국 / 뒤를 잇다
assurance	확신, 보증 / 자신감, 확신
harnessing	활용하다 / 장착하다
blimp	비행선 / 튼실한 사람
generator	발전기, 발생기 / 발생시키다
teambuilding	팀 구성 활동 / 팀 단결
long-standing	오랜 기간 지속된 / 오랫동안 존재해 온
entrant	참가자 / 신입사원
trailer	트레일러, 견인차 / 영화 예고편
campground	캠핑장 / 야영지
frisbee	프리스비, 원반 / 프리스비를 던지다
roster	명단, 목록 / 근무표
subtotal	소계, 부분합
accusation	고발, 비난
question	질문 / 의문을 제기하다
noble	귀족의, 고귀한, 숭고한 / 귀족
undertaking	중요한 일, 프로젝트 / 약속, 보증
first-hand	직접의, 직접 얻은 / 직접적으로
formality	형식성, 절차
securities	증권, 유가증권 / 보안, 안전
suddenness	갑작스러움
mediator	중재자 / 교섭자, 매개자
oratorical	연설의, 웅변의 / 연설적인
outsell	더 많이 팔리다
geologist	지질학자
doctoral	박사 학위와 관련된
imaginative	창의적인 / 독창적인
thoughtful	사려 깊은 / 생각에 잠긴
willingness	기꺼이 하려는 의지
reverend	존경받는, 귀하신 / 성직자, 목사
pursuant	~에 따른 / ~에 준하여
magistrate	치안 판사, 지방 판사
materially	현저하게, 상당히
underhanded	비밀스럽고 정직하지 않은 / 비열한
deceitful	기만적인, 속이는
premature	너무 이른, 시기상조의 / 미숙한, 조숙한
interaction	상호작용, 의사소통
flick	빠르게 치다 / 가볍게 때리다
seductive	유혹적인, 매력적인
optical	시각의 / 광학의, 광학 장비와 관련된
install	설치하다 / 취임시키다
proprietary	특허의, 독점적인 / 소유주의, 소유권의
bass	저음, 베이스 / 저음 악기, 베이스 기타
dynamite	다이너마이트, 폭발물 / 강력한 효과를 주는 것
stunning	매우 아름다운, 놀라운 / 놀랄 만한, 충격적인
deceased	사망한, 고인이 된 / 고인, 사망자
troubleshooter	문제 해결사
advise	충고하다, 조언하다
reassign	재할당하다 / 재지정하다
verification	확인, 검증
COO	최고운영책임자 / 경영진
commend	칭찬하다 / 추천하다
conciliatory	화해적인
non-committal	애매한, 확답을 주지 않는
bearer	소지인 / 운반인, 전달자
recklessness	경솔함, 무모함
diner	작은 식당 / 식사하는 사람
ambiance	분위기
world-renowned	세계적으로 유명한
ballroom	무도회장
regulatory	규제의, 규제 관련된
consolidation	통합 / 강화
slowing	속도를 늦추다 / 느린
inclination	경향, 성향 / 기울기
ill-equipped	준비가 부족한 / 장비가 부족한
gleaming	반짝이는, 빛나는 / 반짝이다
horrendous	끔찍한
move	움직이다, 이동하다 / 행동을 취하다, 조치를 취하다
spin-off	파생 회사, 파생 제품
distraught	몹시 화가 난, 정신없는
exasperate	화나게 하다
finely	아주 세밀하게 / 정교하게
grossly	엄청나게, 현저히
clarity	명확성, 명료함
clipping	잘라낸 조각, 스크랩 / 자르다, 깎다
paper	신문 / 논문
forthcoming	다가오는, 곧 있을 / 준비된, 마련된
imitation	모방, 흉내 / 모조의, 가짜의
freshman	신입생
junior	연소자 / 하급자의, 하위의
ashamed	부끄러워하는
pillow	베개
awful	매우 나쁜, 불쾌한
uncomfortable	불편한 / 불쾌한
disappoint	실망시키다
bud	싹 / 싹이 나다, 발아하다
normally	보통, 일반적으로 / 평소에
relax	긴장을 풀다 / 느슨하게 하다
dumb	말을 하지 않는 / 어리석은
crush	눌러 부수다 / 강한 감정, 호감
denial	부인, 거부 / 거절
refill	다시 채우다, 보충하다 / 리필, 재주입
outer	외부의, 바깥쪽의
penny	1센트 동전 / 작은 금액
sensitive	감각이 예민한 / 감정에 쉽게 영향을 받는
length	길이 / 기간, 시간의 길이
oven	오븐 / 고온의 환경
close	가까운 / 절친한
exist	존재하다 / 계속되다
annoy	짜증나게 하다 / 불편하게 하다
pale	창백한 / 색이 바랜
principle	원칙, 규칙 / 기초 원리
sell	팔다 / 설득하다, 받아들이다
popularity	인기 / 대중성
population	인구 / 개체 수
disease	질병, 병
farm	농장 / 농사를 짓다
flow	흐르다, 이동하다 / 계속 이어지다, 진행되다
hole	구멍 / 결점
loyal	충성스러운
elect	선출하다 / 당선된
sum	총계, 합계 / 금액
straight	일직선의 / 곧장
brake	브레이크, 제동 장치 / 멈추다, 속도를 줄이다
wear	착용하다 / 닳다, 마모되다
cloud	구름 / 흐리게 하다
thigh	허벅지
weak	힘이 약한 / 설득력 없는
steel	강철 / 마음을 단단히 먹다
stair	계단의 단 / 계단
waist	허리
root	뿌리 / 근본, 원천
pain	신체적 고통, 통증 / 정신적 고통, 괴로움
sound	소리 / 확실한, 타당한
believe	믿다 / 생각하다
defeat	패배시키다 / 패배
confuse	혼란스럽게 하다 / 혼동하다
job	일자리, 직업 / 과제, 작업
spray	분사하다, 뿌리다 / 분무, 분사
episode	사건, 일화 / 시리즈의 한 회
wool	양털, 털실 / 양모, 털직물
data	정보, 자료 / 통계, 기록
cook	요리사 / 요리하다
network	네트워크, 연결망 / 관계망을 만들다
select	선택하다 / 엄선된
bottom	맨 아래 부분 / 최하위의
communication	의사소통, 전달 / 소통 수단, 정보 전달 시스템
scandal	스캔들, 추문 / 중상모략, 험담
apartment	아파트
warning	경고 / 경고의
contest	대회, 경연 / 경쟁하다
imagine	상상하다 / 추측하다
language	언어 / 표현 양식
meeting	회의, 모임 / 만남
chief	우두머리, 최고위자 / 주요한, 주된
concept	개념 / 발상
novel	장편 소설 / 새로운, 신기한
veil	베일, 가리개 / 감추다, 가리다
quit	그만두다 / 포기하다
option	선택 사항 / 계약상의 선택권, 옵션
equal	동등한 / 동등한 사람 또는 것
difficulty	어려움, 곤란 / 문제
insist	강력히 주장하다 / 고집하다
nervous	불안해하는, 긴장한 / 신경의, 신경계통의
glory	영광, 명예 / 자랑스럽게 여기다
pure	순수한, 불순물이 없는 / 순수한, 진정한
mode	방식, 방법 / 모드, 형태
actual	실제의, 현실의 / 본래의, 고유의
teenage	10대의
parade	퍼레이드, 행진 / 자랑스럽게 보이다, 과시하다
lazy	게으른 / 느린, 여유로운
ambulance	구급차, 앰뷸런스
smooth	매끄러운 / 문제 없는, 순조로운
plastic	플라스틱 / 유연한, 형태가 변할 수 있는
stranger	낯선 사람 / 처음 방문한 사람
profile	개요, 인물 소개 / 신상 명세를 작성하다
fiction	허구 / 소설
whistle	호루라기 소리 / 휘파람을 불다
recognize	알아보다 / 인정하다
sensor	센서, 감지기
wit	재치, 기지
license	면허, 허가 / 허가하다
shutter	셔터, 덧문 / 셔터를 닫다
mud	진흙, 흙탕물 / 비방, 중상
fan	환기 장치, 선풍기 / 열렬한 팬, 지지자
funny	웃기는, 재미있는 / 이상한, 기묘한
restroom	화장실
invest	투자하다 / 시간, 노력 등을 쏟다
shy	부끄러워하는, 수줍어하는 / 부족한
homemade	집에서 만든 / 직접 만든
selfish	이기적인
deaf	청각 장애가 있는 / 귀를 기울이지 않는
cement	시멘트 / 강화하다, 결합시키다
exam	시험 / 검사, 조사
various	다양한
doubt	의심, 의구심 / 의심하다
lonely	외로운 / 인적이 드문
liquid	액체 / 유동성 있는, 액체의
gas	연료로 사용되는 가스 / 기체 상태의 물질
insect	벌레, 곤충
delight	큰 기쁨, 즐거움 / 기쁘게 하다
serving	1인분 / 봉사
interview	면접 / 인터뷰, 대담
oxygen	산소
equator	적도
interior	내부, 실내 / 내부의, 실내의
universal	전 세계적인, 보편적인 / 만인에게 해당하는
palm	손바닥 / 야자나무
mosquito	모기
gravity	중력 / 심각성, 중대성
arithmetic	산수, 계산 / 산수의, 산술적인
tissue	조직 / 휴지, 종이타월
radiator	난방기 / 냉각기
vibration	진동 / 감정의 전율
agriculture	농업
peninsula	반도
smash	깨다, 부수다 / 성공시키다, 대박을 터트리다
internal	내부의
terror	극도의 두려움, 공포 / 테러리즘
density	밀도, 농도
intelligence	지능 / 정보, 기밀
curiosity	호기심, 궁금증 / 신기한 것, 진기한 것
oyster	굴, 조개류 / 비밀스럽게 정보를 은폐하는 사람
debt	빚, 부채 / 채무 상태
rectangle	직사각형
judgment	판단, 평가 / 판결, 법적 판결
explain	설명하다, 해명하다
deadly	치명적인 / 극도로, 매우
decay	부패하다 / 부패, 쇠퇴
stray	길을 잃다, 벗어나다 / 길 잃은 사람이나 동물
cultural	문화의, 문화적인
square	정사각형 / 광장
energetic	에너지가 넘치는, 활기찬
suspense	긴장감, 불안 / 불확실성, 미정
congress	의회, 국회 / 회의, 대회
sink	가라앉다 / 낮아지다, 약해지다
tidy	깔끔한, 정돈된 / 정리하다
lifetime	일생, 평생 / 평생의, 종신의
alarm	경보, 경보장치 / 놀람, 불안
personality	성격, 인격 / 유명인
friendly	친근한, 우호적인 / 적합한, 알맞은
breakdown	고장 / 분석, 세부 내역
wastepaper	쓸모 없어진 종이
illegal	불법적인 / 불법 체류자, 불법 행위자
bark	나무 껍질 / 짖는 소리
remote	먼 / 가능성이 낮은
satisfy	충족시키다 / 만족하게 만들다
terrific	훌륭한 / 엄청난, 굉장한
exhausted	매우 지친, 기운이 다 빠진 / 다 써버린
evident	명백한 / 두드러진, 눈에 띄는
artistic	예술적인
isolation	고립, 분리
endurance	인내, 끈기
vicious	악의적인 / 사나운, 공격적인
firecracker	폭죽
gloomy	어두운, 흐린 / 우울한, 암울한
batter	반죽 / 강타하다
clash	충돌, 격돌 / 충돌하다, 격돌하다
shatter	산산조각 내다 / 좌절시키다
herd	동물의 무리 / 동물을 몰다, 이끌다
carve	조각하다, 새기다 / 고기를 썰다
yearn	열망하다
foam	거품, 포말 / 거품이 일다
saw	보다의 과거형
sow	씨를 뿌리다 / 아이디어나 감정을 퍼뜨리다
sufficient	충분한
bald	머리가 벗겨진 / 노골적인, 꾸밈없는
glow	빛나다, 밝게 빛을 발하다 / 건강하게 보이다
rot	썩다, 부패하다 / 부패, 썩은 것
collect	모으다 / 징수하다
fright	두려움, 공포 / 겁을 주다
flame	불꽃 / 타오르다
frank	솔직한 / 노골적인
rid	없애다, 제거하다
limb	사지 / 큰 가지
